aircraft,callsign,squawk,altitudeMetres,eventUri,event,aircraftLat,aircraftLon,eventLat,eventLon,distanceKm2
https://thesis.tum.de/baltic-sea-monitoring/instances/3f7a21,VIPER12,7777,521.3,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.3801,18.612,54.352,18.6466,14.842960560464
https://thesis.tum.de/baltic-sea-monitoring/instances/3f7a21,VIPER12,7777,521.3,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.3801,18.612,54.352,18.6466,14.842960560464
https://thesis.tum.de/baltic-sea-monitoring/instances/ab58b2,VIPER11,7777,430.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.401,18.71,54.352,18.6466,46.7361749024
https://thesis.tum.de/baltic-sea-monitoring/instances/ab58b2,VIPER11,7777,430.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.401,18.71,54.352,18.6466,46.7361749024
https://thesis.tum.de/baltic-sea-monitoring/instances/ab58b2,VIPER11,7777,452.6,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.401,18.71,54.352,18.6466,46.7361749024
https://thesis.tum.de/baltic-sea-monitoring/instances/ab58b2,VIPER11,7777,452.6,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.401,18.71,54.352,18.6466,46.7361749024
https://thesis.tum.de/baltic-sea-monitoring/instances/4841b9,FALCON03,7776,1180.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.29,18.55,54.352,18.6466,87.0612363856
https://thesis.tum.de/baltic-sea-monitoring/instances/4841b9,FALCON03,7776,1180.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.29,18.55,54.352,18.6466,87.0612363856
https://thesis.tum.de/baltic-sea-monitoring/instances/4841b9,FALCON03,7776,1204.7,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1001,POL1001,54.29,18.55,54.352,18.6466,87.0612363856
https://thesis.tum.de/baltic-sea-monitoring/instances/4841b9,FALCON03,7776,1204.7,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1003,POL1003,54.29,18.55,54.352,18.6466,87.0612363856
https://thesis.tum.de/baltic-sea-monitoring/instances/3f7a21,VIPER12,7777,505.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.3801,18.612,54.5189,18.5305,266.803582128656
https://thesis.tum.de/baltic-sea-monitoring/instances/3f7a21,VIPER12,7777,521.3,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.3801,18.612,54.5189,18.5305,266.803582128656
https://thesis.tum.de/baltic-sea-monitoring/instances/ab58b2,VIPER11,7777,430.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.401,18.71,54.5189,18.5305,308.386416388384
https://thesis.tum.de/baltic-sea-monitoring/instances/ab58b2,VIPER11,7777,452.6,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.401,18.71,54.5189,18.5305,308.386416388384
https://thesis.tum.de/baltic-sea-monitoring/instances/3e1f88,VIPER13,7777,232.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.345,18.63,54.5189,18.5305,416.581936918304
https://thesis.tum.de/baltic-sea-monitoring/instances/3e1f88,VIPER13,7777,251.9,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.345,18.63,54.5189,18.5305,416.581936918304
https://thesis.tum.de/baltic-sea-monitoring/instances/4841b9,FALCON03,7776,1180.0,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.29,18.55,54.5189,18.5305,650.895459647904
https://thesis.tum.de/baltic-sea-monitoring/instances/4841b9,FALCON03,7776,1204.7,https://thesis.tum.de/baltic-sea-monitoring/instances/POL1002,POL1002,54.29,18.55,54.5189,18.5305,650.895459647904
https://thesis.tum.de/baltic-sea-monitoring/instances/46b8c7,VIPER21,7777,461.0,https://thesis.tum.de/baltic-sea-monitoring/instances/FIN1001,FIN1001,59.937,24.7556,60.1699,24.9384,813.361592839184
https://thesis.tum.de/baltic-sea-monitoring/instances/46b8c7,VIPER21,7777,479.8,https://thesis.tum.de/baltic-sea-monitoring/instances/FIN1001,FIN1001,59.937,24.7556,60.1699,24.9384,813.361592839184
